return_id,order_id,product_id,return_reason,refund_amount,return_date
R010859,O0103429,P0606,Wrong Item,3378.73,2024-06-06
R010860,O0103429,P0010,Defective,1089.82,2024-06-07
R010861,O0103430,P1020,Changed Mind,1173.21,2024-09-17
R010862,O0103430,P0939,Late Delivery,864.11,2024-09-09
R010863,O0103446,P1450,Late Delivery,115.96,2026-04-17
R010864,O0103451,P1183,Late Delivery,260.72,2024-06-02
R010865,O0103466,P1497,Changed Mind,721.59,2024-11-06
R010866,O0103466,P0012,Wrong Item,289.61,2024-11-13
R010867,O0103466,P1373,Wrong Item,1286.39,2024-11-10
R010868,O0103466,P0969,Wrong Item,952.11,2024-11-13
R010869,O0103484,P0588,Defective,323.9,2025-09-26
R010870,O0103484,P0800,Defective,2072.5,2025-09-23
R010871,O0103484,P0752,Defective,876.02,2025-09-19
R010872,O0103484,P0843,Wrong Item,1059.57,2025-09-25
R010873,O0103484,P0134,Changed Mind,607.62,2025-09-29
R010874,O0103490,P0449,Wrong Item,18.99,2026-07-07
R010875,O0103499,P0702,Defective,1361.02,2024-09-15
R010876,O0103513,P0317,Late Delivery,116.25,2025-02-22
R010877,O0103513,P1441,Defective,1138.75,2025-02-20
R010878,O0103513,P0154,Wrong Item,182.69,2025-02-18
R010879,O0103516,P1450,Defective,109.51,2025-10-03
R010880,O0103531,P0758,Late Delivery,656.34,2025-11-19
R010881,O0103541,P0449,Wrong Item,20.5,2025-04-20
R010882,O0103558,P0788,Wrong Item,799.83,2024-10-02
R010883,O0103602,P0632,Changed Mind,876.5,2025-05-20
R010884,O0103627,P1261,Defective,644.93,2024-01-22
R010885,O0103642,P0966,Defective,1111.36,2024-07-10
R010886,O0103650,P0884,Changed Mind,203.72,2026-01-18
R010887,O0103650,P0521,Late Delivery,476.61,2026-01-16
R010888,O0103658,P0532,Late Delivery,451.78,2025-01-15
R010889,O0103658,P1278,Wrong Item,1663.62,2025-01-18
R010890,O0103659,P0527,Late Delivery,550.2,2025-12-10
R010891,O0103670,P0678,Changed Mind,1358.26,2024-12-21
R010892,O0103670,P1079,Late Delivery,474.25,2024-12-20
R010893,O0103670,P1483,Wrong Item,1029.0,2024-12-21
R010894,O0103708,P0332,Wrong Item,1085.01,2026-06-06
R010895,O0103708,P1381,Late Delivery,314.37,2026-06-11
R010896,O0103712,P0744,Changed Mind,310.43,2024-04-30
R010897,O0103712,P0233,Changed Mind,1033.89,2024-04-29
R010898,O0103740,P0905,Late Delivery,1093.25,2026-06-12
R010899,O0103750,P0895,Changed Mind,650.69,2025-04-01
R010900,O0103783,P1154,Late Delivery,1330.81,2024-08-26
R010901,O0103812,P0764,Changed Mind,668.83,2025-07-02
R010902,O0103826,P0780,Defective,337.1,2026-02-20
R010903,O0103826,P0241,Late Delivery,1029.96,2026-02-13
R010904,O0103831,P0642,Wrong Item,1940.08,2026-04-02
R010905,O0103874,P1311,Wrong Item,1031.67,2026-05-12
R010906,O0103874,P1264,Changed Mind,248.0,2026-05-17
R010907,O0103882,P1145,Defective,2422.78,2024-02-18
R010908,O0103882,P0561,Defective,1223.29,2024-02-27
R010909,O0103882,P0214,Defective,681.08,2024-02-21
R010910,O0103884,P0383,Wrong Item,395.54,2025-03-14
R010911,O0103884,P1342,Late Delivery,1474.2,2025-03-01
R010912,O0103936,P1148,Defective,841.5,2024-10-24
R010913,O0103936,P0367,Changed Mind,1254.89,2024-11-01
R010914,O0103941,P0930,Late Delivery,104.17,2026-03-28
R010915,O0103947,P0322,Wrong Item,1014.64,2024-06-11
R010916,O0103964,P0556,Wrong Item,785.68,2025-01-22
R010917,O0103968,P1425,Changed Mind,464.23,2024-03-22
R010918,O0103968,P1335,Changed Mind,156.04,2024-03-24
R010919,O0103976,P1478,Changed Mind,882.56,2025-10-22
R010920,O0103986,P0629,Late Delivery,65.52,2026-03-14
R010921,O0104050,P1494,Late Delivery,3354.92,2025-10-22
R010922,O0104098,P0559,Changed Mind,1233.68,2026-04-08
R010923,O0104098,P0724,Defective,115.32,2026-04-05
R010924,O0104143,P1071,Wrong Item,462.5,2025-11-08
R010925,O0104146,P0620,Defective,978.85,2024-09-16
R010926,O0104146,P1002,Defective,650.03,2024-09-13
R010927,O0104146,P1238,Defective,2200.23,2024-09-12
R010928,O0104163,P0924,Wrong Item,599.63,2026-09-06
R010929,O0104163,P1026,Defective,452.37,2026-09-06
R010930,O0104176,P1313,Late Delivery,1113.97,2025-08-03
R010931,O0104177,P0357,Wrong Item,980.58,2025-08-11
R010932,O0104191,P0469,Wrong Item,38.44,2024-09-04
R010933,O0104191,P1092,Changed Mind,684.49,2024-09-09
R010934,O0104204,P1066,Late Delivery,217.28,2025-04-29
R010935,O0104204,P0469,Wrong Item,37.86,2025-04-30
R010936,O0104207,P0789,Wrong Item,1072.03,2025-03-23
R010937,O0104207,P0716,Defective,724.5,2025-03-25
R010938,O0104207,P0424,Changed Mind,376.35,2025-03-26
R010939,O0104214,P0612,Changed Mind,1230.34,2024-06-07
R010940,O0104214,P0952,Late Delivery,282.54,2024-06-09
R010941,O0104236,P0358,Changed Mind,1138.95,2024-02-29
R010942,O0104255,P0755,Defective,390.53,2025-04-05
R010943,O0104267,P0048,Defective,4008.99,2025-06-09
R010944,O0104269,P1058,Late Delivery,2336.23,2026-05-09
R010945,O0104269,P1323,Changed Mind,1986.12,2026-05-13
R010946,O0104281,P0081,Defective,294.7,2024-03-03
R010947,O0104281,P1390,Changed Mind,518.94,2024-03-09
R010948,O0104284,P1335,Defective,177.09,2024-09-08
R010949,O0104284,P1067,Changed Mind,807.69,2024-09-09
R010950,O0104284,P1343,Defective,607.05,2024-09-19
R010951,O0104296,P0922,Late Delivery,1513.23,2026-04-07
R010952,O0104296,P0215,Changed Mind,1063.47,2026-04-02
R010953,O0104299,P0505,Changed Mind,1293.07,2024-09-15
R010954,O0104301,P1022,Changed Mind,1956.97,2025-02-02
R010955,O0104351,P0178,Defective,770.69,2024-04-27
R010956,O0104351,P1118,Changed Mind,2805.47,2024-05-04
R010957,O0104351,P1215,Changed Mind,937.55,2024-05-01
R010958,O0104354,P0179,Wrong Item,86.88,2025-02-18
R010959,O0104354,P0694,Defective,99.85,2025-02-14
R010960,O0104373,P0536,Late Delivery,982.46,2024-10-04
R010961,O0104373,P0757,Wrong Item,1932.49,2024-10-01
R010962,O0104375,P1385,Wrong Item,474.76,2024-06-06
R010963,O0104382,P1178,Changed Mind,575.09,2025-12-30
R010964,O0104398,P0099,Defective,145.13,2024-06-18
R010965,O0104424,P0734,Defective,1045.83,2024-07-16
R010966,O0104424,P0501,Changed Mind,101.57,2024-07-05
R010967,O0104428,P1282,Defective,1486.07,2025-02-25
R010968,O0104428,P1209,Late Delivery,1632.87,2025-02-16
R010969,O0104429,P0900,Changed Mind,423.35,2026-04-29
R010970,O0104431,P0482,Wrong Item,410.38,2026-09-02
R010971,O0104438,P0582,Wrong Item,612.46,2024-08-19
R010972,O0104494,P1042,Wrong Item,2166.82,2026-03-02
R010973,O0104571,P0945,Defective,820.58,2026-06-25
R010974,O0104584,P1293,Changed Mind,842.2,2026-02-22
R010975,O0104621,P0238,Late Delivery,1780.07,2025-01-23
R010976,O0104621,P1250,Defective,1021.32,2025-01-25
R010977,O0104630,P0425,Wrong Item,729.05,2025-07-04
R010978,O0104630,P1302,Late Delivery,2281.82,2025-07-04
R010979,O0104639,P1188,Defective,661.66,2025-07-05
R010980,O0104641,P1478,Late Delivery,1896.88,2026-06-06
R010981,O0104641,P1189,Wrong Item,138.53,2026-06-13
R010982,O0104651,P0419,Late Delivery,836.79,2025-11-22
R010983,O0104677,P0616,Changed Mind,2016.99,2024-08-17
R010984,O0104681,P0825,Changed Mind,1015.64,2025-01-14
R010985,O0104684,P0698,Defective,197.65,2026-05-25
R010986,O0104732,P0681,Changed Mind,1065.98,2025-09-11
R010987,O0104735,P1271,Wrong Item,1320.65,2024-05-03
R010988,O0104735,P1076,Changed Mind,495.9,2024-05-13
R010989,O0104735,P0271,Wrong Item,4321.24,2024-05-03
R010990,O0104762,P0880,Wrong Item,1069.33,2024-04-30
R010991,O0104762,P1314,Defective,343.77,2024-04-14
R010992,O0104762,P1434,Wrong Item,1410.74,2024-04-14
R010993,O0104766,P0303,Late Delivery,945.0,2024-02-17
R010994,O0104770,P1129,Late Delivery,1027.05,2025-08-30
R010995,O0104776,P0985,Late Delivery,1076.63,2026-05-04
R010996,O0104778,P0588,Defective,192.82,2024-12-03
R010997,O0104778,P1159,Late Delivery,618.23,2024-11-29
R010998,O0104778,P0901,Defective,814.39,2024-12-03
R010999,O0104816,P1151,Changed Mind,481.35,2026-04-26
R011000,O0104817,P1115,Defective,384.48,2026-06-17
R011001,O0104831,P1457,Defective,114.47,2024-12-05
R011002,O0104831,P0848,Defective,1868.37,2024-11-20
R011003,O0104831,P1315,Wrong Item,189.97,2024-12-01
R011004,O0104834,P0016,Defective,3438.61,2025-11-27
R011005,O0104834,P1264,Defective,231.49,2025-11-25
R011006,O0104834,P1300,Late Delivery,1049.08,2025-12-01
R011007,O0104840,P0289,Changed Mind,284.82,2024-06-17
R011008,O0104840,P0722,Defective,1274.81,2024-06-22
R011009,O0104851,P0449,Defective,20.45,2024-04-29
R011010,O0104868,P0442,Defective,894.79,2024-03-23
R011011,O0104876,P1399,Defective,971.57,2024-08-14
R011012,O0104876,P0685,Defective,1302.13,2024-08-19
R011013,O0104883,P0161,Late Delivery,711.68,2024-07-02
R011014,O0104898,P1078,Late Delivery,1992.18,2025-04-17
R011015,O0104898,P0052,Changed Mind,1108.45,2025-04-25
R011016,O0104955,P0136,Changed Mind,2722.73,2024-10-30
R011017,O0104970,P0194,Late Delivery,369.56,2024-09-26
R011018,O0104973,P0215,Wrong Item,1257.5,2026-05-29
R011019,O0104973,P0191,Wrong Item,614.4,2026-06-04
R011020,O0104973,P1057,Wrong Item,79.28,2026-05-29
R011021,O0104973,P0824,Defective,47.15,2026-06-06
R011022,O0104991,P1365,Late Delivery,1118.69,2024-05-14
R011023,O0104991,P0200,Defective,2870.93,2024-05-20
R011024,O0105001,P0391,Changed Mind,864.58,2026-06-29
R011025,O0105001,P0244,Wrong Item,680.8,2026-06-25
R011026,O0105010,P0025,Changed Mind,398.49,2024-02-04
R011027,O0105010,P1256,Wrong Item,801.99,2024-01-23
R011028,O0105014,P0268,Changed Mind,126.24,2024-03-18
R011029,O0105014,P1062,Wrong Item,65.69,2024-03-14
R011030,O0105016,P0619,Changed Mind,553.81,2025-02-22
R011031,O0105016,P0958,Wrong Item,289.32,2025-02-22
R011032,O0105028,P1199,Late Delivery,506.01,2024-08-11
R011033,O0105054,P0585,Late Delivery,1866.4,2024-02-22
R011034,O0105054,P1271,Wrong Item,464.26,2024-02-06
R011035,O0105054,P0446,Late Delivery,1060.86,2024-02-04
R011036,O0105055,P0349,Changed Mind,1173.66,2025-10-29
R011037,O0105066,P1020,Changed Mind,1072.16,2024-08-11
R011038,O0105083,P0591,Defective,4882.87,2025-07-21
R011039,O0105083,P0618,Defective,428.6,2025-07-16
R011040,O0105083,P1439,Defective,1771.84,2025-07-15
R011041,O0105083,P1323,Changed Mind,578.69,2025-07-11
R011042,O0105083,P1198,Changed Mind,2954.57,2025-07-22
R011043,O0105087,P0112,Changed Mind,185.26,2025-12-25
R011044,O0105099,P1478,Changed Mind,1032.72,2024-06-07
R011045,O0105107,P1118,Late Delivery,879.62,2025-07-21
R011046,O0105122,P1338,Changed Mind,553.03,2026-02-27
R011047,O0105122,P1287,Wrong Item,119.32,2026-03-06
R011048,O0105132,P0358,Defective,996.65,2025-04-24
R011049,O0105132,P0793,Wrong Item,579.55,2025-05-01
R011050,O0105169,P0159,Wrong Item,1729.79,2026-04-05
R011051,O0105178,P0596,Late Delivery,900.49,2025-05-17
R011052,O0105193,P0555,Late Delivery,884.8,2026-05-08
R011053,O0105198,P0051,Defective,297.49,2024-06-30
R011054,O0105218,P0067,Changed Mind,256.85,2025-10-05
R011055,O0105218,P1074,Changed Mind,482.57,2025-10-07
R011056,O0105231,P0774,Late Delivery,1000.14,2025-07-10
R011057,O0105232,P0525,Changed Mind,694.22,2025-10-14
R011058,O0105233,P1116,Changed Mind,2116.99,2026-04-26
R011059,O0105270,P0097,Wrong Item,1065.79,2025-07-08
R011060,O0105289,P1212,Late Delivery,520.77,2026-09-07
R011061,O0105313,P1218,Defective,3440.19,2026-03-18
R011062,O0105325,P0967,Wrong Item,252.42,2024-10-22
R011063,O0105325,P0589,Defective,131.98,2024-10-22
R011064,O0105338,P0675,Changed Mind,185.72,2026-05-11
R011065,O0105338,P0595,Changed Mind,2731.9,2026-05-22
R011066,O0105340,P1094,Wrong Item,704.21,2024-10-31
R011067,O0105340,P1418,Wrong Item,3279.29,2024-10-31
R011068,O0105340,P0016,Changed Mind,1055.55,2024-10-22
R011069,O0105343,P0069,Defective,219.38,2024-02-13
R011070,O0105343,P0135,Wrong Item,1361.06,2024-02-22
R011071,O0105356,P0928,Defective,1285.73,2025-01-21
R011072,O0105356,P0709,Wrong Item,1061.12,2025-02-05
R011073,O0105358,P0465,Wrong Item,1125.56,2025-06-25
R011074,O0105362,P1206,Defective,656.21,2026-07-04
R011075,O0105366,P1249,Late Delivery,733.81,2024-07-25
R011076,O0105380,P0728,Late Delivery,983.17,2026-02-15
R011077,O0105388,P0794,Defective,893.95,2026-06-21
R011078,O0105400,P1016,Changed Mind,1595.2,2026-06-04
R011079,O0105400,P0955,Changed Mind,91.89,2026-05-27
R011080,O0105402,P1227,Late Delivery,120.96,2024-03-09
R011081,O0105402,P1220,Late Delivery,927.9,2024-03-12
R011082,O0105420,P0086,Defective,623.73,2025-03-29
R011083,O0105426,P0193,Defective,474.77,2025-10-07
R011084,O0105449,P1132,Defective,1431.91,2024-09-06
R011085,O0105450,P0291,Late Delivery,543.52,2024-03-28
R011086,O0105450,P1331,Defective,3548.77,2024-03-22
R011087,O0105450,P0809,Wrong Item,562.54,2024-04-03
R011088,O0105454,P0001,Wrong Item,1857.5,2025-07-27
R011089,O0105464,P1231,Defective,576.8,2026-04-22
R011090,O0105464,P0334,Late Delivery,1767.25,2026-04-24
R011091,O0105466,P0671,Changed Mind,161.99,2024-12-01
R011092,O0105466,P1180,Changed Mind,239.57,2024-11-28
R011093,O0105474,P1327,Wrong Item,1151.32,2025-06-12
R011094,O0105474,P0753,Changed Mind,3989.67,2025-06-20
R011095,O0105474,P0741,Changed Mind,2371.72,2025-06-17
R011096,O0105496,P0873,Late Delivery,1178.17,2024-03-14
R011097,O0105502,P0358,Defective,2356.08,2024-02-24
R011098,O0105502,P0962,Defective,301.08,2024-02-13
R011099,O0105502,P1100,Wrong Item,1039.48,2024-02-25
R011100,O0105516,P1203,Late Delivery,2516.23,2024-01-15
R011101,O0105516,P1151,Wrong Item,1049.67,2024-01-15
R011102,O0105516,P1104,Late Delivery,545.69,2024-01-18
R011103,O0105516,P0051,Defective,303.65,2024-01-11
R011104,O0105522,P0943,Late Delivery,305.79,2025-12-25
R011105,O0105528,P1157,Defective,318.92,2024-11-02
R011106,O0105528,P1114,Defective,1728.93,2024-11-17
R011107,O0105534,P0387,Changed Mind,957.82,2026-02-02
R011108,O0105534,P1012,Changed Mind,130.57,2026-02-06
R011109,O0105588,P0831,Defective,228.04,2026-07-19
R011110,O0105607,P1177,Wrong Item,2396.04,2024-04-08
R011111,O0105607,P1091,Changed Mind,254.02,2024-04-04
R011112,O0105610,P0587,Wrong Item,582.19,2026-03-08
R011113,O0105610,P0997,Changed Mind,1059.55,2026-03-01
R011114,O0105623,P1351,Wrong Item,713.23,2024-11-08
R011115,O0105623,P1440,Late Delivery,847.69,2024-11-24
R011116,O0105624,P1076,Changed Mind,269.87,2026-06-04
R011117,O0105641,P0921,Late Delivery,793.56,2025-10-07
R011118,O0105647,P0847,Changed Mind,329.28,2025-05-14
R011119,O0105651,P1119,Wrong Item,646.9,2026-05-31
R011120,O0105651,P0029,Defective,796.53,2026-05-31
R011121,O0105663,P0575,Changed Mind,1032.31,2025-06-18
R011122,O0105663,P0280,Wrong Item,2356.01,2025-06-13
R011123,O0105685,P1314,Wrong Item,321.64,2026-01-03
R011124,O0105685,P1385,Late Delivery,486.58,2026-01-07
R011125,O0105705,P0061,Late Delivery,1343.31,2026-06-03
R011126,O0105705,P0426,Changed Mind,252.02,2026-06-08
R011127,O0105708,P0019,Wrong Item,157.47,2025-10-06
R011128,O0105714,P0612,Changed Mind,1087.81,2025-03-02
R011129,O0105737,P0488,Changed Mind,458.49,2026-04-23
R011130,O0105737,P0403,Defective,16.93,2026-04-25
R011131,O0105737,P0107,Wrong Item,2626.11,2026-04-19
R011132,O0105737,P1142,Changed Mind,767.94,2026-04-11
R011133,O0105737,P1152,Late Delivery,1124.4,2026-04-28
R011134,O0105741,P0300,Changed Mind,802.03,2025-03-13
R011135,O0105758,P0356,Late Delivery,1030.66,2026-05-10
R011136,O0105765,P0190,Wrong Item,76.28,2024-02-22
R011137,O0105766,P0293,Defective,570.63,2026-08-21
R011138,O0105776,P0995,Wrong Item,1344.95,2025-12-22
R011139,O0105776,P0612,Changed Mind,1206.1,2025-12-20
R011140,O0105808,P0265,Wrong Item,2019.64,2026-07-26
R011141,O0105808,P1039,Wrong Item,573.61,2026-07-25
R011142,O0105816,P0084,Defective,1659.97,2026-03-24
R011143,O0105818,P0952,Changed Mind,343.77,2026-07-15
R011144,O0105823,P1076,Changed Mind,256.16,2024-05-24
R011145,O0105823,P0505,Changed Mind,2599.93,2024-05-20
R011146,O0105827,P1373,Changed Mind,1063.36,2024-06-02
R011147,O0105839,P0506,Wrong Item,47.84,2025-11-10
R011148,O0105840,P0468,Late Delivery,285.31,2024-08-10
R011149,O0105840,P0084,Changed Mind,1521.18,2024-07-27
R011150,O0105887,P1020,Wrong Item,1028.47,2025-01-11
R011151,O0105887,P0954,Wrong Item,347.43,2025-01-17
R011152,O0105890,P0932,Wrong Item,193.8,2026-01-14
R011153,O0105890,P1185,Defective,201.21,2026-01-11
R011154,O0105890,P1400,Defective,2059.42,2026-01-16
R011155,O0105890,P0980,Wrong Item,742.38,2026-01-12
R011156,O0105890,P0503,Defective,1163.27,2026-01-10
R011157,O0105907,P1164,Late Delivery,451.79,2025-06-20
R011158,O0105907,P0351,Late Delivery,160.03,2025-06-18
R011159,O0105929,P0013,Late Delivery,505.94,2026-04-25
R011160,O0105929,P0704,Wrong Item,580.42,2026-04-30
R011161,O0105932,P0725,Defective,471.9,2026-07-26
R011162,O0105945,P0475,Defective,60.2,2026-05-29
R011163,O0105961,P1412,Wrong Item,573.1,2025-06-26
R011164,O0105961,P0780,Wrong Item,362.1,2025-06-29
R011165,O0105961,P1278,Wrong Item,566.57,2025-06-20
R011166,O0105989,P0331,Late Delivery,305.72,2025-08-10
R011167,O0105993,P0554,Wrong Item,1388.87,2024-06-19
R011168,O0106005,P0051,Defective,303.23,2026-07-22
R011169,O0106007,P0917,Changed Mind,903.99,2024-10-30
R011170,O0106007,P1099,Defective,1079.42,2024-10-30
R011171,O0106007,P0430,Defective,487.52,2024-10-21
R011172,O0106008,P0698,Defective,209.07,2025-10-10
R011173,O0106055,P0177,Late Delivery,4142.87,2025-05-27
R011174,O0106057,P0692,Late Delivery,121.93,2025-01-05
R011175,O0106057,P0582,Wrong Item,583.83,2025-01-04
R011176,O0106066,P1001,Changed Mind,870.15,2024-11-11
R011177,O0106066,P1274,Late Delivery,745.45,2024-11-10
R011178,O0106075,P0790,Defective,28.08,2025-10-04
R011179,O0106075,P1060,Wrong Item,639.79,2025-10-08
R011180,O0106075,P0060,Wrong Item,675.88,2025-10-03
R011181,O0106075,P1280,Changed Mind,235.59,2025-09-27
R011182,O0106077,P1221,Changed Mind,930.41,2025-06-29
R011183,O0106083,P1092,Late Delivery,755.51,2025-07-17
R011184,O0106116,P1079,Defective,447.51,2025-06-04
R011185,O0106116,P0327,Defective,1369.08,2025-06-03
R011186,O0106119,P1203,Late Delivery,1175.4,2025-01-29
R011187,O0106136,P0694,Late Delivery,100.87,2025-01-20
R011188,O0106136,P1157,Changed Mind,353.83,2025-01-07
R011189,O0106171,P0466,Defective,1247.63,2025-10-05
R011190,O0106171,P0953,Wrong Item,209.52,2025-10-15
R011191,O0106206,P0370,Changed Mind,2328.4,2025-03-28
R011192,O0106207,P1016,Changed Mind,676.16,2025-08-09
R011193,O0106209,P0595,Changed Mind,632.92,2025-10-05
R011194,O0106242,P1212,Wrong Item,486.54,2026-02-22
R011195,O0106242,P1182,Late Delivery,911.78,2026-02-22
R011196,O0106262,P0902,Changed Mind,2100.13,2025-06-23
R011197,O0106265,P0528,Changed Mind,1020.49,2026-01-20
R011198,O0106280,P0934,Changed Mind,218.4,2024-03-19
R011199,O0106360,P0626,Changed Mind,581.98,2025-12-27
R011200,O0106387,P1044,Wrong Item,880.78,2026-02-16
R011201,O0106388,P1195,Late Delivery,179.09,2026-04-29
R011202,O0106388,P1264,Changed Mind,210.76,2026-05-08
R011203,O0106388,P0294,Defective,468.91,2026-05-12
R011204,O0106397,P0021,Defective,803.58,2024-05-26
R011205,O0106409,P0567,Defective,181.59,2026-08-23
R011206,O0106409,P0670,Late Delivery,1093.15,2026-08-18
R011207,O0106411,P0444,Defective,994.94,2025-11-02
R011208,O0106425,P1400,Wrong Item,557.37,2025-10-10
R011209,O0106502,P0897,Wrong Item,1936.01,2026-08-27
R011210,O0106502,P0994,Late Delivery,1168.63,2026-08-28
R011211,O0106502,P0620,Changed Mind,1006.04,2026-09-12
R011212,O0106504,P1344,Changed Mind,1089.54,2024-09-13
R011213,O0106530,P0252,Defective,588.28,2026-06-16
R011214,O0106530,P1049,Wrong Item,885.02,2026-06-21
R011215,O0106544,P1201,Wrong Item,80.48,2024-11-23
R011216,O0106547,P0826,Defective,661.71,2026-07-23
R011217,O0106547,P1361,Defective,696.56,2026-07-18
R011218,O0106548,P1392,Defective,658.69,2026-07-30
R011219,O0106548,P0833,Wrong Item,537.19,2026-08-13
R011220,O0106558,P0646,Changed Mind,1166.51,2024-05-02
R011221,O0106578,P1363,Late Delivery,899.32,2026-06-02
R011222,O0106580,P0319,Changed Mind,502.87,2026-07-31
R011223,O0106583,P0127,Wrong Item,1114.73,2024-05-02
R011224,O0106583,P0285,Defective,77.46,2024-04-21
R011225,O0106592,P0886,Changed Mind,399.51,2024-04-07
R011226,O0106599,P0555,Changed Mind,908.33,2025-04-28
R011227,O0106599,P0434,Defective,1767.48,2025-05-03
R011228,O0106599,P0627,Wrong Item,450.55,2025-04-29
R011229,O0106599,P1167,Changed Mind,1324.06,2025-04-26
R011230,O0106627,P1288,Defective,1033.17,2025-05-18
R011231,O0106630,P0859,Defective,1390.7,2024-10-24
R011232,O0106664,P1070,Wrong Item,775.43,2026-07-29
R011233,O0106676,P0971,Late Delivery,942.67,2024-06-05
R011234,O0106676,P1248,Wrong Item,160.08,2024-06-06
R011235,O0106709,P0421,Defective,125.0,2026-01-22
R011236,O0106710,P1461,Late Delivery,3282.73,2025-02-25
R011237,O0106741,P1160,Changed Mind,497.82,2025-04-20
R011238,O0106751,P0035,Defective,930.29,2025-02-18
R011239,O0106754,P0763,Wrong Item,3484.61,2025-04-06
R011240,O0106764,P0305,Changed Mind,1136.03,2024-10-07
R011241,O0106808,P1395,Late Delivery,317.58,2025-07-21
R011242,O0106811,P0627,Wrong Item,380.89,2025-08-13
R011243,O0106817,P0389,Changed Mind,860.17,2026-03-04
R011244,O0106817,P0249,Wrong Item,979.37,2026-03-04
R011245,O0106831,P1190,Wrong Item,640.27,2024-05-24
R011246,O0106831,P0783,Changed Mind,1094.36,2024-05-11
R011247,O0106859,P0736,Defective,695.13,2024-02-25
R011248,O0106859,P0053,Changed Mind,540.07,2024-03-08
R011249,O0106859,P0205,Changed Mind,947.29,2024-02-23
R011250,O0106862,P0961,Changed Mind,1169.82,2024-12-18
R011251,O0106862,P0363,Changed Mind,3054.35,2024-12-30
R011252,O0106862,P0114,Changed Mind,243.94,2025-01-01
R011253,O0106868,P0244,Wrong Item,747.56,2024-10-23
R011254,O0106892,P0466,Defective,1126.5,2026-04-07
R011255,O0106892,P0924,Defective,516.87,2026-04-07
R011256,O0106904,P1188,Defective,677.11,2024-06-24
R011257,O0106907,P1347,Wrong Item,788.34,2024-02-19
R011258,O0106984,P0094,Late Delivery,221.57,2024-01-18
R011259,O0106987,P0681,Changed Mind,1043.77,2024-10-03
R011260,O0106990,P0085,Defective,3301.52,2025-07-13
R011261,O0106990,P0824,Changed Mind,54.15,2025-07-07
R011262,O0106990,P0766,Late Delivery,133.89,2025-07-02
R011263,O0106995,P1052,Late Delivery,199.14,2025-07-14
R011264,O0107017,P0757,Wrong Item,906.14,2025-12-26
R011265,O0107025,P0370,Changed Mind,1369.55,2024-01-15
R011266,O0107025,P1216,Changed Mind,407.67,2024-01-16
R011267,O0107028,P0101,Late Delivery,248.76,2024-12-18
R011268,O0107028,P1192,Late Delivery,838.51,2024-12-23
R011269,O0107028,P1167,Changed Mind,1092.85,2025-01-02
R011270,O0107028,P0375,Changed Mind,829.22,2024-12-20
R011271,O0107034,P1321,Wrong Item,876.14,2025-03-23
R011272,O0107086,P1094,Changed Mind,1269.39,2025-12-17
R011273,O0107116,P0414,Defective,696.33,2025-11-12
R011274,O0107123,P0200,Defective,1359.6,2026-07-15
R011275,O0107134,P0364,Defective,1035.4,2026-06-11
R011276,O0107183,P1254,Wrong Item,746.45,2024-04-26
R011277,O0107262,P1375,Late Delivery,744.31,2024-07-03
R011278,O0107289,P1040,Wrong Item,812.34,2025-09-12
R011279,O0107289,P0883,Changed Mind,604.4,2025-09-29
R011280,O0107301,P0657,Defective,717.99,2025-04-21
R011281,O0107301,P0681,Wrong Item,1097.46,2025-04-08
R011282,O0107301,P1170,Changed Mind,816.58,2025-04-13
R011283,O0107301,P1046,Wrong Item,534.45,2025-04-08
R011284,O0107329,P0295,Defective,342.82,2024-08-14
R011285,O0107342,P0564,Changed Mind,648.94,2025-10-10
R011286,O0107346,P1007,Changed Mind,458.95,2025-09-17
R011287,O0107378,P1405,Defective,1624.65,2024-01-24
R011288,O0107378,P0933,Changed Mind,627.55,2024-02-07
R011289,O0107378,P1153,Wrong Item,2788.62,2024-01-28
R011290,O0107396,P0700,Late Delivery,879.45,2026-03-21
R011291,O0107396,P0400,Wrong Item,1359.65,2026-03-26
R011292,O0107432,P0137,Late Delivery,1099.29,2025-06-19
R011293,O0107442,P0374,Changed Mind,263.21,2025-05-22
R011294,O0107442,P0821,Wrong Item,671.45,2025-05-19
R011295,O0107442,P0152,Defective,1090.01,2025-05-12
R011296,O0107445,P0088,Late Delivery,944.44,2024-12-04
R011297,O0107445,P0506,Wrong Item,47.56,2024-12-02
R011298,O0107451,P0323,Late Delivery,866.55,2025-09-27
R011299,O0107455,P0338,Defective,558.18,2024-08-06
R011300,O0107475,P0117,Late Delivery,689.09,2025-05-25
R011301,O0107491,P0686,Late Delivery,1038.65,2025-12-04
R011302,O0107491,P0227,Wrong Item,751.49,2025-11-18
R011303,O0107512,P0740,Defective,37.13,2025-06-05
R011304,O0107513,P1237,Wrong Item,684.67,2026-08-19
R011305,O0107513,P0072,Changed Mind,813.88,2026-08-07
R011306,O0107513,P1064,Wrong Item,1295.07,2026-08-14
R011307,O0107539,P0584,Changed Mind,379.5,2025-06-26
R011308,O0107551,P0731,Defective,767.6,2025-07-31
R011309,O0107567,P0086,Defective,1280.02,2026-05-13
R011310,O0107577,P0103,Late Delivery,1370.33,2025-09-12
R011311,O0107577,P1382,Wrong Item,901.32,2025-09-13
R011312,O0107648,P1375,Wrong Item,684.31,2024-06-11
R011313,O0107649,P0977,Changed Mind,481.49,2024-05-24
R011314,O0107649,P0882,Late Delivery,3185.65,2024-05-23
